Type	Start	End	Strand	Name	Biotype	Description	LocusTag	seed_ortholog	Cog_category	Description_EGGNog	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene	1366411	1366617	+	-	protein_coding	conserved hypothetical protein	SL1344_1330A	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	1366940	1368163	-	rfc	protein_coding	O-antigen polymerase	SL1344_1266	220341.16502859	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene	1369055	1370983	+	thrS	protein_coding	Threonyl-tRNA synthetase	SL1344_1267	90371.CY43_06785	J	Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr)	GO:0000166,GO:0000900,GO:0002161,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0004812,GO:0004829,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006417,GO:0006418,GO:0006435,GO:0006446,GO:0006450,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0016070,GO:0016787,GO:0016788,GO:0016874,GO:0016875,GO:0017076,GO:0017148,GO:0019222,GO:0019538,GO:0019752,GO:0030371,GO:0030554,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032268,GO:0032269,GO:0032553,GO:0032555,GO:0032559,GO:0034248,GO:0034249,GO:0034641,GO:0034645,GO:0034660,GO:0035639,GO:0036094,GO:0043038,GO:0043039,GO:0043043,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045182,GO:0045947,GO:0046483,GO:0046872,GO:0046914,GO:0048027,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0052689,GO:0060255,GO:0065007,GO:0065008,GO:0071704,GO:0080090,GO:0090079,GO:0090304,GO:0097159,GO:0097367,GO:0106074,GO:0140098,GO:0140101,GO:1901265,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2000112,GO:2000113	6.1.1.3	ko:K01868	ko00970,map00970	M00359,M00360	R03663	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	iPC815.YPO2433,iSDY_1059.SDY_1814	HGTP_anticodon,TGS,tRNA-synt_2b,tRNA_SAD
gene	1370987	1371529	+	infC	protein_coding	translation initiation factor IF-3	SL1344_1268	199310.c2115	J	binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins	GO:0000049,GO:0001731,GO:0002181,GO:0002183,GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006412,GO:0006413,GO:0006417,GO:0006446,GO:0006518,GO:0006807,GO:0006950,GO:0006996,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009266,GO:0009409,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0016020,GO:0016043,GO:0019222,GO:0019538,GO:0022411,GO:0022607,GO:0022613,GO:0022618,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031334,GO:0032268,GO:0032270,GO:0032790,GO:0032984,GO:0032988,GO:0032991,GO:0034248,GO:0034250,GO:0034622,GO:0034641,GO:0034645,GO:0043021,GO:0043022,GO:0043024,GO:0043043,GO:0043170,GO:0043254,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044087,GO:0044089,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0045727,GO:0045948,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051128,GO:0051130,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0060255,GO:0065003,GO:0065007,GO:0070992,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0097159,GO:1901193,GO:1901195,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1903008,GO:1904688,GO:1904690,GO:1990856,GO:1990904,GO:2000112,GO:2000765,GO:2000767	-	ko:K02520	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	IF3_C,IF3_N
gene	1371625	1371822	+	rpl35	protein_coding	50S ribosomal protein L35. Chloroplast 50S ribosomal protein L35.	SL1344_1269															
gene	1371873	1372229	+	rpl20	protein_coding	50S ribosomal protein L20. Chloroplast 50S ribosomal protein L20.	SL1344_1270															
gene	1372531	1373514	+	pheS	protein_coding	phenylalanyl-tRNA synthetase alpha chain	SL1344_1271	220341.16502853	J	tRNA synthetases class II core domain (F)	GO:0003674,GO:0003824,GO:0004812,GO:0004826,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006432,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009328,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1902494	6.1.1.20	ko:K01889	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	iSSON_1240.SSON_1444,iYL1228.KPN_02176	Phe_tRNA-synt_N,tRNA-synt_2d
gene	1373530	1375917	+	pheT	protein_coding	Phenylalanyl-tRNA synthetase beta chain	SL1344_1272	90371.CY43_06810	J	Ferredoxin-fold anticodon binding domain	GO:0003674,GO:0003824,GO:0004812,GO:0004826,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006432,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009328,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0032991,GO:0034641,GO:0034645,GO:0034660,GO:0042802,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1902494	6.1.1.20	ko:K01890	ko00970,map00970	M00359,M00360	R03660	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	iG2583_1286.G2583_2160,iPC815.YPO2428	B3_4,B5,FDX-ACB,tRNA_bind
gene	1375910	1376221	+	himA	protein_coding	integration host factor alpha-subunit	SL1344_1273	1115512.EH105704_01_00620	K	This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control	GO:0000976,GO:0001067,GO:0001130,GO:0001216,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032774,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046483,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141	-	ko:K04764	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
ncRNA_gene	1376271	1376364	+	-	ncRNA	ncRNA	STnc540	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	1376424	1377404	+	btuC	protein_coding	Vitamin B12 transport system permease protein btuC.	SL1344_1274	90371.CY43_06820	U	Part of the ABC transporter complex BtuCDF involved in vitamin B12 import. Involved in the translocation of the substrate across the membrane	GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006855,GO:0008150,GO:0015238,GO:0015399,GO:0015405,GO:0015420,GO:0015889,GO:0015893,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0032991,GO:0035461,GO:0042221,GO:0042493,GO:0042623,GO:0042626,GO:0042802,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051180,GO:0051181,GO:0051184,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0090482,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351	-	ko:K06073	ko02010,map02010	M00241	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.13	-	iECO103_1326.ECO103_1855,iECO111_1330.ECO111_2181,iECO26_1355.ECO26_2440,iECW_1372.ECW_m1880,iEKO11_1354.EKO11_2064,iEcHS_1320.EcHS_A1791,iEcolC_1368.EcolC_1920,iWFL_1372.ECW_m1880	FecCD
gene	1377496	1378047	+	btuE	protein_coding	hypothetical glutathione peroxidase/vitamin B12 transport periplasmic protein BtuE	SL1344_1275	220341.16502849	O	Non-specific peroxidase that can use thioredoxin or glutathione as a reducing agent	-	1.11.1.9	ko:K00432	ko00480,ko00590,ko04918,map00480,map00590,map04918	-	R00274,R07034,R07035	RC00011,RC00982	ko00000,ko00001,ko01000	-	-	iE2348C_1286.E2348C_1795,iEC55989_1330.EC55989_1878,iECABU_c1320.ECABU_c19650,iEcHS_1320.EcHS_A1790,iLF82_1304.LF82_0251,iNRG857_1313.NRG857_08570,iSFV_1184.SFV_1513,ic_1306.c2106	GSHPx
gene	1378047	1378796	+	btuD	protein_coding	vitamin B12 ABC transport ATP-binding protein	SL1344_1276	220341.16502848	H	Part of the ABC transporter complex BtuCDF involved in vitamin B12 import. Responsible for energy coupling to the transport system	GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006855,GO:0008144,GO:0008150,GO:0015238,GO:0015399,GO:0015405,GO:0015420,GO:0015889,GO:0015893,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019898,GO:0022804,GO:0022857,GO:0030554,GO:0031224,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0035461,GO:0035639,GO:0036094,GO:0042221,GO:0042493,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051180,GO:0051181,GO:0051184,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0090482,GO:0097159,GO:0097367,GO:0098533,GO:0098796,GO:0098797,GO:1901265,GO:1901363,GO:1902494,GO:1902495,GO:1904949,GO:1990351	3.6.3.33	ko:K06074	ko02010,map02010	M00241	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.13	-	iEC042_1314.EC042_1876,iEC55989_1330.EC55989_1877,iECIAI1_1343.ECIAI1_1765,iECIAI39_1322.ECIAI39_1344,iECSE_1348.ECSE_1834,iECUMN_1333.ECUMN_2000,iECW_1372.ECW_m1878,iEKO11_1354.EKO11_2066,iETEC_1333.ETEC_1742,iEcE24377_1341.EcE24377A_1928,iEcHS_1320.EcHS_A1789,iEcSMS35_1347.EcSMS35_1481,iEcolC_1368.EcolC_1922,iSDY_1059.SDY_1804,iSFV_1184.SFV_1514,iSF_1195.SF1522,iSFxv_1172.SFxv_1705,iSSON_1240.SSON_1449,iS_1188.S1639,iUMNK88_1353.UMNK88_2172,iWFL_1372.ECW_m1878	ABC_tran
gene	1378873	1379337	+	nlpC	protein_coding	hypothetical lipoprotein	SL1344_1277	90371.CY43_06835	M	NlpC/P60 family	-	3.4.17.13	ko:K13694,ko:K13695	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	-	-	NLPC_P60
gene	1380426	1381868	+	ydiU	protein_coding	conserved hypothetical protein	SL1344_1279	90371.CY43_06845	S	Uncharacterized ACR, YdiU/UPF0061 family	-	-	ko:K08997	-	-	-	-	ko00000	-	-	-	UPF0061
gene	1382251	1383297	-	aroH	protein_coding	3-deoxy-D-arabinoheptulosonate 7-phosphate synthase	SL1344_1281	90371.CY43_06855	E	Stereospecific condensation of phosphoenolpyruvate (PEP) and D-erythrose-4-phosphate (E4P) giving rise to 3-deoxy-D- arabino-heptulosonate-7-phosphate (DAHP)	GO:0003674,GO:0003824,GO:0003849,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009987,GO:0016053,GO:0016740,GO:0016765,GO:0019438,GO:0019752,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.5.1.54	ko:K01626	ko00400,ko01100,ko01110,ko01130,ko01230,ko02024,map00400,map01100,map01110,map01130,map01230,map02024	M00022	R01826	RC00435	ko00000,ko00001,ko00002,ko01000	-	-	iSbBS512_1146.SbBS512_E1908	DAHP_synth_1
gene	1383453	1384286	-	ydiA	protein_coding	conserved hypothetical protein	SL1344_1282	220341.16502842	F	Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the phosphoenolpyruvate synthase (PEPS) by catalyzing its phosphorylation dephosphorylation	GO:0003674,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0030234,GO:0044424,GO:0044444,GO:0044464,GO:0050790,GO:0065007,GO:0065009,GO:0098772	2.7.11.33,2.7.4.28	ko:K09773	-	-	-	-	ko00000,ko01000	-	-	-	Kinase-PPPase
gene	1384581	1387001	+	pps	protein_coding	phosphoenolpyruvate synthase	SL1344_1283															
gene	1387043	1388683	-	ydiD	protein_coding	hypothetical ligase/synthetase	SL1344_1284															
gene	1389063	1390349	-	ydiS	protein_coding	hypothetical electron transfer flavoprotein-quinone oxidoreductase	SL1344_1286	90371.CY43_06885	C	part of an electron transfer system required for anaerobic carnitine reduction	-	-	ko:K00313	-	-	-	-	ko00000,ko01000	-	-	-	DAO,FAD_binding_2,FAD_binding_3,Thi4
gene	1390406	1391341	-	ydiR	protein_coding	hypothetical electron transfer flavoprotein subunit	SL1344_1287	90371.CY43_06890	C	Required for anaerobic carnitine reduction. May bring reductant to CaiA	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006091,GO:0006629,GO:0006631,GO:0006635,GO:0008150,GO:0008152,GO:0009055,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016491,GO:0019395,GO:0019752,GO:0022900,GO:0030258,GO:0032787,GO:0033539,GO:0034440,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0046395,GO:0048037,GO:0050660,GO:0050662,GO:0055114,GO:0071704,GO:0072329,GO:0097159,GO:1901265,GO:1901363,GO:1901575	-	ko:K03522	-	-	-	-	ko00000,ko04147	-	-	-	ETF,ETF_alpha
gene	1391363	1392127	-	ydiQ	protein_coding	hypothetical electron transfer flavoprotein subunit	SL1344_1288															
gene	1392590	1393480	+	ydiP	protein_coding	hypothetical HTH-type transcriptional regulator	SL1344_1289	90371.CY43_06900	K	transcriptional regulator	GO:0003674,GO:0003700,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	AraC_binding,Cupin_2,HTH_18
gene	1393556	1394707	-	ydiO	protein_coding	Putative acyl-CoA dehydrogenase	SL1344_1290	90371.CY43_06905	I	Catalyzes the reduction of crotonobetainyl-CoA to gamma- butyrobetainyl-CoA	GO:0003674,GO:0003824,GO:0006066,GO:0008150,GO:0008152,GO:0009058,GO:0016491,GO:0016627,GO:0034308,GO:0034309,GO:0044281,GO:0044283,GO:0046165,GO:0052890,GO:0055114,GO:0071270,GO:0071271,GO:0071704,GO:1901576,GO:1901615,GO:1901617	1.3.8.13,1.3.8.7	ko:K00249,ko:K04117,ko:K08297,ko:K11731	ko00071,ko00280,ko00281,ko00362,ko00410,ko00640,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko03320,map00071,map00280,map00281,map00362,map00410,map00640,map01100,map01110,map01120,map01130,map01200,map01212,map03320	M00013,M00036,M00087,M00540	R00924,R01175,R01279,R02661,R03172,R03777,R03857,R03990,R04095,R04432,R04751,R04754,R05619,R08089	RC00052,RC00068,RC00076,RC00095,RC00148,RC00246,RC01893,RC02035	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
gene	1394721	1396316	-	ydiF	protein_coding	hypothetical acetyl CoA transferase	SL1344_1291	90371.CY43_06910	I	CoA transferase having broad substrate specificity for short-chain acyl-CoA thioesters with the activity decreasing when the length of the carboxylic acid chain exceeds four carbons	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0008410,GO:0008775,GO:0009987,GO:0016043,GO:0016740,GO:0016782,GO:0019752,GO:0022607,GO:0032787,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0046459,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0071704,GO:0071840	2.8.3.1,2.8.3.8	ko:K01026,ko:K19709	ko00620,ko00627,ko00640,ko00643,ko00650,ko01100,ko01120,map00620,map00627,map00640,map00643,map00650,map01100,map01120	-	R00928,R01179,R01359,R01449,R05508,R07832	RC00012,RC00014,RC00137	ko00000,ko00001,ko01000	-	-	-	CoA_trans
gene	1396470	1397228	-	aroD	protein_coding	3-dehydroquinate dehydratase	SL1344_1292	90371.CY43_06915	E	Involved in the third step of the chorismate pathway, which leads to the biosynthesis of aromatic amino acids. Catalyzes the cis-dehydration of 3-dehydroquinate (DHQ) and introduces the first double bond of the aromatic ring to yield 3- dehydroshikimate	GO:0003674,GO:0003824,GO:0003855,GO:0006082,GO:0006725,GO:0008150,GO:0008152,GO:0009058,GO:0009712,GO:0009713,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0017144,GO:0018958,GO:0019438,GO:0019752,GO:0032787,GO:0042537,GO:0043436,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0046189,GO:0046278,GO:0046279,GO:0046394,GO:0071704,GO:0072330,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617	4.2.1.10	ko:K03785	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R03084	RC00848	ko00000,ko00001,ko00002,ko01000	-	-	iEC042_1314.EC042_1860	DHquinase_I
gene	1397273	1398139	-	aroE	protein_coding	Shikimate 5-dehydrogenase	SL1344_1293	90371.CY43_17710	E	Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)	GO:0000166,GO:0003674,GO:0003824,GO:0004764,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0008150,GO:0008152,GO:0009058,GO:0009423,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019632,GO:0019752,GO:0032787,GO:0036094,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0097159,GO:1901265,GO:1901363,GO:1901576,GO:1901615	1.1.1.25	ko:K00014	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02413	RC00206	ko00000,ko00001,ko00002,ko01000	-	-	iAPECO1_1312.APECO1_3165,iECOK1_1307.ECOK1_3701,iECS88_1305.ECS88_3669,iECUMN_1333.ECUMN_3755,iSBO_1134.SBO_3275,iUMN146_1321.UM146_16315,iUTI89_1310.UTI89_C3726	Shikimate_DH,Shikimate_dh_N
gene	1399804	1401015	-	ydiM	protein_coding	hypothetical MFS-family transport protein	SL1344_1296															
ncRNA_gene	1401682	1401790	-	-	ncRNA	ncRNA	RprA	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	1401973	1403091	-	ydiK	protein_coding	lipoprotein	SL1344_1298	90371.CY43_06940	S	AI-2E family transporter	GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944	-	-	-	-	-	-	-	-	-	-	AI-2E_transport
gene	1403356	1406412	+	ydiJ	protein_coding	conserved hypothetical FAD-binding protein	SL1344_1299	90371.CY43_06945	C	FAD linked oxidases, C-terminal domain	GO:0000166,GO:0003674,GO:0005488,GO:0036094,GO:0043167,GO:0043168,GO:0048037,GO:0050660,GO:0050662,GO:0051536,GO:0051539,GO:0051540,GO:0097159,GO:1901265,GO:1901363	-	-	-	-	-	-	-	-	-	-	FAD-oxidase_C,FAD_binding_4,Fer4_8
gene	1406409	1406819	+	-	protein_coding	conserved hypothetical protein	SL1344_1300	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	1406918	1407106	+	ydiH	protein_coding	conserved hypothetical protein	SL1344_1301	90371.CY43_06955	S	Domain of unknown function	-	-	-	-	-	-	-	-	-	-	-	YdiH
gene	1407394	1408740	-	-	protein_coding	hypothetical transporter	SL1344_1302	90371.CY43_00065	K	Bacterial regulatory helix-turn-helix protein, lysR family	-	-	-	-	-	-	-	-	-	-	-	HTH_1,LysR_substrate
gene	1409544	1411031	+	sufB	protein_coding	conserved hypothetical protein	SL1344_1304	90371.CY43_06970	O	Uncharacterized protein family (UPF0051)	GO:0003674,GO:0005488,GO:0006790,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016226,GO:0022607,GO:0031163,GO:0044085,GO:0044237,GO:0048037,GO:0051186,GO:0051536,GO:0051537,GO:0051539,GO:0051540,GO:0071840	-	ko:K09014	-	-	-	-	ko00000	-	-	iAPECO1_1312.APECO1_760,iECH74115_1262.ECH74115_2397,iECSF_1327.ECSF_1543,iECSP_1301.ECSP_2250,iUTI89_1310.UTI89_C1875,ic_1306.c2078	UPF0051
gene	1411048	1411794	+	sufC	protein_coding	hypothetical ABC transport ATP-binding subunit	SL1344_1305	220341.16502832	O	ABC transporter	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006790,GO:0008150,GO:0008152,GO:0009314,GO:0009628,GO:0009987,GO:0016043,GO:0016226,GO:0022607,GO:0031163,GO:0044085,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0051186,GO:0071840	-	ko:K09013	-	-	-	-	ko00000,ko02000	-	-	iECH74115_1262.ECH74115_2396,iECIAI1_1343.ECIAI1_1734,iECIAI39_1322.ECIAI39_1376,iECSP_1301.ECSP_2249,iECs_1301.ECs2389,iEcSMS35_1347.EcSMS35_1514,iG2583_1286.G2583_2077,iSFV_1184.SFV_1705,iSFxv_1172.SFxv_1919,iSSON_1240.SSON_1474,iS_1188.S1844,iZ_1308.Z2710	ABC_tran
